1,2,3,4,5,Out
0.306668187065,0.34984492599,0.338627046173,0.37986752815,0.405832782302,0.356907185668
0.34984492599,0.338627046173,0.37986752815,0.405832782302,0.356907185668,0.460205079891
0.338627046173,0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507
0.37986752815,0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701
0.405832782302,0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0
0.356907185668,0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803
0.460205079891,0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377
0.337252426507,0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126
0.511952857701,1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834
1.0,0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546
0.735233670803,0.493465939377,0.452547918126,0.475497623834,0.938383764546,0.436483013926
0.493465939377,0.452547918126,0.475497623834,0.938383764546,0.436483013926,0.607756674976
0.452547918126,0.475497623834,0.938383764546,0.436483013926,0.607756674976,0.540723340488
0.276980492587,0.260240113891,0.215554182302,0.25807117568,0.285493505189,0.302078297235
0.260240113891,0.215554182302,0.25807117568,0.285493505189,0.302078297235,0.244515265712
0.215554182302,0.25807117568,0.285493505189,0.302078297235,0.244515265712,0.257361160272
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597
0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597
0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976
0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836
0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597
0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976
0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836
0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755
0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523
0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038
0.329360725612,0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597
0.37602099223,0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976
0.378277742701,0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836
0.334385610611,0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755
0.366446509058,0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523
0.322099476597,0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038
0.577260613976,0.698422264836,0.660303526755,0.511036953523,0.69044478038,0.465180919258
0.698422264836,0.660303526755,0.511036953523,0.69044478038,0.465180919258,0.344505700385
0.202245011406,0.244403642119,0.238775306733,0.171940395999,0.132377834645,0.165608456901
0.244403642119,0.238775306733,0.171940395999,0.132377834645,0.165608456901,0.269941472911
0.202245011406,0.244403642119,0.238775306733,0.171940395999,0.132377834645,0.165608456901
0.244403642119,0.238775306733,0.171940395999,0.132377834645,0.165608456901,0.269941472911
0.238775306733,0.171940395999,0.132377834645,0.165608456901,0.269941472911,0.442779354004
0.386660228099,0.313914685975,0.316790753273,0.38653846995,0.376684131929,0.311056070306
0.313914685975,0.316790753273,0.38653846995,0.376684131929,0.311056070306,0.38925023158
0.316790753273,0.38653846995,0.376684131929,0.311056070306,0.38925023158,0.314498992758
0.38653846995,0.376684131929,0.311056070306,0.38925023158,0.314498992758,0.489431600936
0.376684131929,0.311056070306,0.38925023158,0.314498992758,0.489431600936,0.759042394063
0.311056070306,0.38925023158,0.314498992758,0.489431600936,0.759042394063,0.895590597326
0.38925023158,0.314498992758,0.489431600936,0.759042394063,0.895590597326,0.48659374464
0.314498992758,0.489431600936,0.759042394063,0.895590597326,0.48659374464,0.307689701735
0.489431600936,0.759042394063,0.895590597326,0.48659374464,0.307689701735,0.307501011856
0.17909346413,0.214460995297,0.133986070949,0.286381893848,0.273534859037,0.214393455598
0.190489619952,0.198230820749,0.312457859284,0.378197992112,0.415598308181,0.584633614355
0.198230820749,0.312457859284,0.378197992112,0.415598308181,0.584633614355,0.34894410935
0.312457859284,0.378197992112,0.415598308181,0.584633614355,0.34894410935,0.724178265955
0.378197992112,0.415598308181,0.584633614355,0.34894410935,0.724178265955,0.718969102363
0.415598308181,0.584633614355,0.34894410935,0.724178265955,0.718969102363,0.61659448507
0.584633614355,0.34894410935,0.724178265955,0.718969102363,0.61659448507,0.68456632502
0.34894410935,0.724178265955,0.718969102363,0.61659448507,0.68456632502,0.423857743922
0.724178265955,0.718969102363,0.61659448507,0.68456632502,0.423857743922,0.363866441529
0.718969102363,0.61659448507,0.68456632502,0.423857743922,0.363866441529,1.0
0.61659448507,0.68456632502,0.423857743922,0.363866441529,1.0,0.477417409174
0.68456632502,0.423857743922,0.363866441529,1.0,0.477417409174,0.384311193043
0.209589616959,0.277458218893,0.226839259423,0.251069681646,0.187350751456,0.215086252234
0.209339227462,0.274846384777,0.22911436114,0.377134244531,0.214630188799,0.446405198916
0.274846384777,0.22911436114,0.377134244531,0.214630188799,0.446405198916,0.471353633713
0.22911436114,0.377134244531,0.214630188799,0.446405198916,0.471353633713,0.541196879953
0.377134244531,0.214630188799,0.446405198916,0.471353633713,0.541196879953,0.394236233071
0.214630188799,0.446405198916,0.471353633713,0.541196879953,0.394236233071,0.376713007395
0.446405198916,0.471353633713,0.541196879953,0.394236233071,0.376713007395,0.262633280693
0.471353633713,0.541196879953,0.394236233071,0.376713007395,0.262633280693,0.497630978259
0.206080633269,0.159513821824,0.206518600735,0.22242087128,0.26854691865,0.460199654975
0.159513821824,0.206518600735,0.22242087128,0.26854691865,0.460199654975,0.432347904439
0.206518600735,0.22242087128,0.26854691865,0.460199654975,0.432347904439,0.46440494482
0.22242087128,0.26854691865,0.460199654975,0.432347904439,0.46440494482,0.733720082601
0.26854691865,0.460199654975,0.432347904439,0.46440494482,0.733720082601,0.617677545122
0.460199654975,0.432347904439,0.46440494482,0.733720082601,0.617677545122,0.53273949832
0.432347904439,0.46440494482,0.733720082601,0.617677545122,0.53273949832,0.392892276615
0.206080633269,0.159513821824,0.206518600735,0.22242087128,0.26854691865,0.460199654975
0.159513821824,0.206518600735,0.22242087128,0.26854691865,0.460199654975,0.432347904439
0.206518600735,0.22242087128,0.26854691865,0.460199654975,0.432347904439,0.46440494482
0.22242087128,0.26854691865,0.460199654975,0.432347904439,0.46440494482,0.733720082601
0.26854691865,0.460199654975,0.432347904439,0.46440494482,0.733720082601,0.617677545122
0.460199654975,0.432347904439,0.46440494482,0.733720082601,0.617677545122,0.53273949832
0.432347904439,0.46440494482,0.733720082601,0.617677545122,0.53273949832,0.392892276615
0.46440494482,0.733720082601,0.617677545122,0.53273949832,0.392892276615,0.693798790582
0.733720082601,0.617677545122,0.53273949832,0.392892276615,0.693798790582,0.290412311476
0.617677545122,0.53273949832,0.392892276615,0.693798790582,0.290412311476,0.45725856093
0.153531980356,0.268530879318,0.257032120792,0.242552348194,0.257962784379,0.408184232665
0.213559035372,0.184898661739,0.200072412488,0.321737791615,0.211654963499,0.528671180279
0.184898661739,0.200072412488,0.321737791615,0.211654963499,0.528671180279,0.48397103076
0.213559035372,0.184898661739,0.200072412488,0.321737791615,0.211654963499,0.528671180279
0.184898661739,0.200072412488,0.321737791615,0.211654963499,0.528671180279,0.48397103076
0.200072412488,0.321737791615,0.211654963499,0.528671180279,0.48397103076,0.506261032657
0.321737791615,0.211654963499,0.528671180279,0.48397103076,0.506261032657,0.228033286111
0.211654963499,0.528671180279,0.48397103076,0.506261032657,0.228033286111,0.463468476996
0.528671180279,0.48397103076,0.506261032657,0.228033286111,0.463468476996,0.336855719437
0.0979518532419,0.15264508804,0.128771435902,0.157507856742,0.283121108507,0.324503997208
0.1672444697,0.157235885547,0.211133373357,0.167470578817,0.319798870532,0.419176931879
0.157235885547,0.211133373357,0.167470578817,0.319798870532,0.419176931879,0.355971180261
0.150446292606,0.14550749137,0.231161524521,0.140083052657,0.315383301953,0.329571298521
0.150446292606,0.14550749137,0.231161524521,0.140083052657,0.315383301953,0.329571298521
0.14550749137,0.231161524521,0.140083052657,0.315383301953,0.329571298521,0.386219830315
0.231161524521,0.140083052657,0.315383301953,0.329571298521,0.386219830315,0.358150101779
0.256879332246,0.337268301857,0.384905070148,0.500289674205,0.433902156381,0.757127432528
0.337268301857,0.384905070148,0.500289674205,0.433902156381,0.757127432528,0.36547623278
0.384905070148,0.500289674205,0.433902156381,0.757127432528,0.36547623278,0.596459269438
0.500289674205,0.433902156381,0.757127432528,0.36547623278,0.596459269438,0.346931894082
0.159190813496,0.132492463834,0.224076547444,0.222348662786,0.455014641647,0.480437795388
0.132492463834,0.224076547444,0.222348662786,0.455014641647,0.480437795388,0.361362069999
0.195600755148,0.190362783158,0.308019534465,0.494629723029,0.47099236707,0.366957614046
0.190362783158,0.308019534465,0.494629723029,0.47099236707,0.366957614046,0.396783805461
0.340415110283,0.211641486463,0.342349573138,0.48239893653,0.719686710909,0.384686064797
0.211641486463,0.342349573138,0.48239893653,0.719686710909,0.384686064797,0.251326676964
0.340415110283,0.211641486463,0.342349573138,0.48239893653,0.719686710909,0.384686064797
0.211641486463,0.342349573138,0.48239893653,0.719686710909,0.384686064797,0.251326676964
0.342349573138,0.48239893653,0.719686710909,0.384686064797,0.251326676964,0.385851943311
0.271900487416,0.241089974374,0.445207127008,0.55947797028,0.828704579989,0.592510431952
0.241089974374,0.445207127008,0.55947797028,0.828704579989,0.592510431952,0.500746762656
0.445207127008,0.55947797028,0.828704579989,0.592510431952,0.500746762656,0.549930534669
0.55947797028,0.828704579989,0.592510431952,0.500746762656,0.549930534669,0.590010199699
0.828704579989,0.592510431952,0.500746762656,0.549930534669,0.590010199699,0.506179689207
0.592510431952,0.500746762656,0.549930534669,0.590010199699,0.506179689207,0.689142329526
0.500746762656,0.549930534669,0.590010199699,0.506179689207,0.689142329526,0.748382893925
0.549930534669,0.590010199699,0.506179689207,0.689142329526,0.748382893925,0.416633250343
0.185591785955,0.230595648413,0.417267998525,0.376014253592,0.78338782412,0.536057709392
0.230595648413,0.417267998525,0.376014253592,0.78338782412,0.536057709392,0.644223205035
0.417267998525,0.376014253592,0.78338782412,0.536057709392,0.644223205035,0.29039950522
0.376014253592,0.78338782412,0.536057709392,0.644223205035,0.29039950522,0.499979647795
0.78338782412,0.536057709392,0.644223205035,0.29039950522,0.499979647795,0.450548778681
0.536057709392,0.644223205035,0.29039950522,0.499979647795,0.450548778681,0.392423226865
0.644223205035,0.29039950522,0.499979647795,0.450548778681,0.392423226865,0.591524577106
0.29039950522,0.499979647795,0.450548778681,0.392423226865,0.591524577106,0.587420824587
0.499979647795,0.450548778681,0.392423226865,0.591524577106,0.587420824587,0.532939419916
0.450548778681,0.392423226865,0.591524577106,0.587420824587,0.532939419916,0.454036904677
0.392423226865,0.591524577106,0.587420824587,0.532939419916,0.454036904677,0.234852942172
